status,monthly_relative_log_wealth_gap,attributed_relative_log_wealth_gap,absolute_reconciliation_error,terminal_hybrid_to_incumbent_wealth_ratio,decision_months_in_attribution,changed_top4_months,unchanged_top4_months,changed_top4_fraction,changed_decisions_net_log_contribution,unchanged_decisions_net_log_contribution,changed_decisions_share_of_net_log_gap,gross_component_total,cost_component_total,positive_changed_months,negative_changed_months,positive_changed_log_sum,negative_changed_log_sum,top_1_positive_changed_share_of_net_gap,top_1_positive_changed_share_of_positive_changed_contribution,top_3_positive_changed_share_of_net_gap,top_3_positive_changed_share_of_positive_changed_contribution,top_5_positive_changed_share_of_net_gap,top_5_positive_changed_share_of_positive_changed_contribution,top_10_positive_changed_share_of_net_gap,top_10_positive_changed_share_of_positive_changed_contribution
PASS_EXACT_RECONCILIATION,0.1764028209645414,0.17640282096454357,2.1649348980190553e-15,1.1929184944579247,112,58,54,0.5178571428571429,0.17536561592256497,0.0010372050419785637,0.9941202468514544,0.16232257881568898,0.014080242148854564,36,22,0.35758137807310797,-0.18221576215054294,0.21710606481089822,0.10710323475883964,0.49447422612976316,0.24393509766528235,0.7125304530778578,0.35150706847038465,1.175237970623901,0.5797709445605291
